Row,words,uppercases,questions,exclamations,authors,citations,firstperson,secondperson,thirdperson,sentencelength,repetitiveness,authorHits,titleUppercase,errorLevel,sentiment,informativeness,superlativesPerWords,superlativesPerAdjectives,usedsources,internsources,externsources,usedimages
secondperson,-0.0978963883490764,0.0812762681818908,-0.0586080506982575,0.260381333556792,-0.160651717912988,-0.0257962021274982,0.0230138724537967,1,-0.0347082635337763,-0.159944477143357,0.121098829817064,-0.0111413407993035,-0.0133664957837472,-0.106542825790989,0.257797112614356,-0.0395012715613897,0.153825799871564,0.156602520930764,-0.0746551000752662,-0.0917515491055357,-0.0522439021984838,-0.0162262081829556
p8,0.167863615661375,0.252578322927415,0.409736928410642,0.00019632037383232,0.0230564199789918,0.716913367833141,0.74634074462845,1,0.625606963219853,0.0236749793438882,0.087607854007958,0.875576178470406,0.850990841460061,0.13320665365118,0.000228307847483246,0.578656911543123,0.0296488593179119,0.0267948368054082,0.293427758247178,0.196302793285552,0.462515398156787,0.81960744581449
thirdperson,0.055214850836046,0.214502956788884,0.133469170357355,-0.137086344325376,0.0330837831076759,-0.0267524974715124,0.278185907275138,-0.0347082635337763,1,-0.208931551675801,0.0492069100415573,-0.0124545163483489,0.0466212769262319,0.118084357077934,0.126498563301301,-0.0611954690013719,-0.0514202741656738,0.0129347506704031,0.0563545065206023,0.112759881011602,-0.132962141562177,0.0585206538081635
p9,0.437421891446966,0.00228766513967739,0.0595451581636649,0.0529056521676115,0.641881307800922,0.706892118539575,6.64926010706962e-05,0.625606963219853,1,0.00298716400148149,0.488969835336635,0.861051161871517,0.512114782178724,0.0958471165741079,0.0742736932124178,0.389338751235879,0.469610487605749,0.855750656037056,0.428006395414414,0.11189243286113,0.0605284319060544,0.410436762102086
sentencelength,0.0483897851632475,0.0334519572877814,-0.160801067590933,-0.0649360109291789,-0.014936469659207,0.227060974235791,-0.239773086210475,-0.159944477143357,-0.208931551675801,1,-0.0508658917155125,-0.0901823506101444,-0.152184417123041,0.00761130591495319,-0.41071273335262,-0.112480560574256,-0.0538949706224524,-0.0799464391735599,0.0195886635484296,0.116804274983682,0.0107460035397708,-0.0763905093790869
p10,0.496223230443303,0.638177513230155,0.0229275936462578,0.360957384605974,0.833729122246887,0.00122353135960489,0.000626969387894809,0.0236749793438882,0.00298716400148149,1,0.474419596176856,0.204096639843649,0.0314549855016642,0.914815179171485,1.5353345692508e-09,0.112788957356719,0.448472751573057,0.26044970028563,0.783073820168612,0.0995270242277412,0.879957387266431,0.282318670916505
repetitiveness,-0.790076280063972,0.166107863550654,-0.0749750505436021,0.0496900295455395,-0.423201789254273,0.229813993547664,0.0730488511162619,0.121098829817064,0.0492069100415573,-0.0508658917155125,1,0.0498039571056636,0.111994557862539,-0.0523548997552581,-0.0362729796415949,-0.145950492149236,-0.100996149374582,-0.111359858630715,-0.0181847287401729,-0.0724606011278068,-0.0290530911337358,0.348491260012677
p11,5.92194748157076e-44,0.018735605740052,0.291358035477966,0.484708131457625,4.28367295009898e-10,0.00106180613691485,0.303966059650657,0.087607854007958,0.488969835336635,0.474419596176856,1,0.483706069720608,0.114362244452212,0.461563775922561,0.61010057988968,0.0391915939244989,0.154739154526691,0.116442640598785,0.798275103818902,0.307887112004211,0.682992061429655,4.26023964890308e-07
authorHits,-0.0633617601822324,-0.0119539173236005,0.0447302717892186,0.0418590082972036,0.0592264015834348,-0.0830479385545803,-0.00991312555446375,-0.0111413407993035,-0.0124545163483489,-0.0901823506101444,0.0498039571056636,1,0.160206314658992,-0.015249763824027,-0.00199839525921203,0.0316010832942685,-0.0843767738464437,-0.0811805776874514,-0.041428017785477,-0.00704230196364007,-0.0226760013715938,-0.00801371787536114
p12,0.372741413330113,0.866583055657988,0.52939395680143,0.556181118397897,0.404805611627263,0.242349519474252,0.889199298624319,0.875576178470406,0.861051161871517,0.204096639843649,0.483706069720608,1,0.0234443279471341,0.830293703194019,0.977594788691876,0.656886029921553,0.234869691658989,0.253139168929287,0.560257916675906,0.921161961990516,0.749940367747782,0.910329824145527
titleUppercase,-0.158092527387751,0.0266504087358549,0.126402489425821,-0.0105100747843176,-0.258438357530605,-0.177210749730402,0.0198568110887961,-0.0133664957837472,0.0466212769262319,-0.152184417123041,0.111994557862539,0.160206314658992,1,0.0764634769653244,0.0416240635824512,0.157108732799787,-0.0439657352814537,-0.0322909356126819,-0.131487124754157,-0.284170349082547,-0.0232764299216478,0.00767731723211166
p13,0.0253628191309211,0.707959566630036,0.074495662709019,0.882573745745533,0.000219946367964599,0.0120618312532836,0.780179549960088,0.850990841460061,0.512114782178724,0.0314549855016642,0.114362244452212,0.0234443279471341,1,0.281857858905747,0.55840171166192,0.0263007434966472,0.536462541319923,0.649887263130947,0.0634650834608989,4.54294996695418e-05,0.743547283797374,0.914079216897079
errorLevel,0.0583795970879282,0.0243839630010635,0.0378791135672894,-0.10877472894708,0.100116602169429,-0.0303954652391209,-0.0869234825703124,-0.106542825790989,0.118084357077934,0.00761130591495319,-0.0523548997552581,-0.015249763824027,0.0764634769653244,1,-0.160826914181178,-0.000417110625288556,-0.0770111311265958,-0.0534034949167978,0.0769960051990147,0.128384117963666,0.0649289905260805,0.0627030736707913
p14,0.411567764341706,0.731800989205471,0.59436243542687,0.125222231587546,0.158381975843307,0.669189107432173,0.220991314965424,0.13320665365118,0.0958471165741079,0.914815179171485,0.461563775922561,0.830293703194019,0.281857858905747,1,0.0229053619451846,0.995322938376554,0.278415425326226,0.452627540614259,0.278510120625488,0.0700248244973692,0.361009415422306,0.377741390013553
sentiment,0.0197723113282682,-0.0515741520856575,0.0705373719008082,-0.0271142501986286,-0.0328046671597437,-0.125682602140174,0.15026290041924,0.257797112614356,0.126498563301301,-0.41071273335262,-0.0362729796415949,-0.00199839525921203,0.0416240635824512,-0.160826914181178,1,0.0158561664183087,0.099104860568166,0.121556420827268,-0.0787855326755217,-0.071350226687311,-0.0158937900817491,0.0075729795067962
p15,0.781091280224072,0.468280398234223,0.320937448027735,0.703114217398529,0.644695096105635,0.0761760589479373,0.0336875661005703,0.000228307847483246,0.0742736932124178,1.5353345692508e-09,0.61010057988968,0.977594788691876,0.55840171166192,0.0229053619451846,1,0.823653404397536,0.162651571952004,0.0864082617672196,0.267457563442018,0.315378577165871,0.823241820799487,0.915242514813765
informativeness,0.18859533127399,-0.11185741594652,-0.0168722785170241,0.04535599706186,0.0672230622585563,-0.250589121201815,-0.152049651214337,-0.0395012715613897,-0.0611954690013719,-0.112480560574256,-0.145950492149236,0.0316010832942685,0.157108732799787,-0.000417110625288556,0.0158561664183087,1,0.0176314385583964,-0.0321852774305903,-0.0122116974481104,-0.0262342014488094,0.0371592088184138,-0.0708884341355695
p16,0.00748483467633344,0.1148092868876,0.812554920582149,0.523643949455735,0.344256160551653,0.000345009154857259,0.0316073523119193,0.578656911543123,0.389338751235879,0.112788957356719,0.0391915939244989,0.656886029921553,0.0263007434966472,0.995322938376554,0.823653404397536,1,0.804287184758382,0.65095723189203,0.863733616332757,0.712317340456671,0.60139386145317,0.318528891390092
superlativesPerWords,0.0521305161036699,-0.0848386926366078,0.0587955702447317,-0.0148581596208226,-0.0518839354965849,-0.125218080153715,0.0514696134467673,0.153825799871564,-0.0514202741656738,-0.0538949706224524,-0.100996149374582,-0.0843767738464437,-0.0439657352814537,-0.0770111311265958,0.099104860568166,0.0176314385583964,1,0.943823754206366,-0.0579743630207086,-0.0285154177983016,0.00347003182719308,-0.0671636580555894
p17,0.463488618649159,0.232308017132782,0.408237737413205,0.834588323979819,0.465608983571022,0.0772765633359796,0.469183783338564,0.0296488593179119,0.469610487605749,0.448472751573057,0.154739154526691,0.234869691658989,0.536462541319923,0.278415425326226,0.162651571952004,0.804287184758382,1,3.63624027694026e-97,0.414827151181371,0.688550646283639,0.961105609972011,0.344683670594434
superlativesPerAdjectives,0.0571524365510253,-0.0774141001479929,0.019558971563994,-0.0304702238083059,-0.0276116720860378,-0.121169870049973,0.0232937296697891,0.156602520930764,0.0129347506704031,-0.0799464391735599,-0.111359858630715,-0.0811805776874514,-0.0322909356126819,-0.0534034949167978,0.121556420827268,-0.0321852774305903,0.943823754206366,1,-0.0450090075281573,-0.0270166101358643,0.0147477611998528,-0.00381332501670697
p18,0.421484402172841,0.275900657739049,0.783394486879813,0.668423600856742,0.697931352956104,0.0874207498760031,0.743363341525534,0.0267948368054082,0.855750656037056,0.26044970028563,0.116442640598785,0.253139168929287,0.649887263130947,0.452627540614259,0.0864082617672196,0.65095723189203,3.63624027694026e-97,1,0.526828626430291,0.70413319227773,0.835799925599351,0.957261244749325
usedsources,0.138523816186371,-0.0384166704108749,-0.0351165893890372,-0.064183263602473,0.155410673412092,0.0590110313739308,-0.0469914889523249,-0.0746551000752662,0.0563545065206023,0.0195886635484296,-0.0181847287401729,-0.041428017785477,-0.131487124754157,0.0769960051990147,-0.0787855326755217,-0.0122116974481104,-0.0579743630207086,-0.0450090075281573,1,0.466080108165124,0.682746835222941,-0.0895293327714462
p19,0.0504434120818961,0.589136480395472,0.621544189636314,0.366562841856906,0.0279896569825399,0.406519167094558,0.508766451563812,0.293427758247178,0.428006395414414,0.783073820168612,0.798275103818902,0.560257916675906,0.0634650834608989,0.278510120625488,0.267457563442018,0.863733616332757,0.414827151181371,0.526828626430291,1,3.52242345486453e-12,8.53879461752096e-29,0.207405024392105
internsources,0.104282646930686,-0.0156078048799074,-0.0368691587067915,-0.108056855762611,0.234095602866248,0.179303003021993,-0.132324900315594,-0.0917515491055357,0.112759881011602,0.116804274983682,-0.0724606011278068,-0.00704230196364007,-0.284170349082547,0.128384117963666,-0.071350226687311,-0.0262342014488094,-0.0285154177983016,-0.0270166101358643,0.466080108165124,1,0.142730238680544,-0.104853579791015
p20,0.141685014041433,0.826371555032488,0.604237318339471,0.127748919085928,0.00084888804924362,0.0110708198471844,0.0617831243134717,0.196302793285552,0.11189243286113,0.0995270242277412,0.307887112004211,0.921161961990516,4.54294996695418e-05,0.0700248244973692,0.315378577165871,0.712317340456671,0.688550646283639,0.70413319227773,3.52242345486453e-12,1,0.0437798276881682,0.139505466598781
externsources,0.0938410275380052,-0.0173558381833947,-0.00660530150720306,-0.0497191616920524,0.100148076972483,-0.0195812643760619,-0.0841264573741034,-0.0522439021984838,-0.132962141562177,0.0107460035397708,-0.0290530911337358,-0.0226760013715938,-0.0232764299216478,0.0649289905260805,-0.0158937900817491,0.0371592088184138,0.00347003182719308,0.0147477611998528,0.682746835222941,0.142730238680544,1,-0.00315405159189684
p21,0.186263854497312,0.807286188974151,0.926039758349589,0.484451790445947,0.158250514592988,0.783153726136522,0.236266141219892,0.462515398156787,0.0605284319060544,0.879957387266431,0.682992061429655,0.749940367747782,0.743547283797374,0.361009415422306,0.823241820799487,0.60139386145317,0.961105609972011,0.835799925599351,8.53879461752096e-29,0.0437798276881682,1,0.964644906850599
usedimages,-0.281253078445167,0.214590024505871,-0.0382501465625679,0.059419588436968,-0.0267964318212033,0.20647545549793,0.112305589298312,-0.0162262081829556,0.0585206538081635,-0.0763905093790869,0.348491260012677,-0.00801371787536114,0.00767731723211166,0.0627030736707913,0.0075729795067962,-0.0708884341355695,-0.0671636580555894,-0.00381332501670697,-0.0895293327714462,-0.104853579791015,-0.00315405159189684,1
p22,5.47589326927722e-05,0.00227802739904238,0.590753121499356,0.403272207146068,0.706432913256357,0.00335297175633541,0.11335341214214,0.81960744581449,0.410436762102086,0.282318670916505,4.26023964890308e-07,0.910329824145527,0.914079216897079,0.377741390013553,0.915242514813765,0.318528891390092,0.344683670594434,0.957261244749325,0.207405024392105,0.139505466598781,0.964644906850599,1
