Row,words,uppercases,questions,exclamations,authors,citations,firstperson,secondperson,thirdperson,sentencelength,repetitiveness,authorHits,titleUppercase,errorLevel,sentiment,informativeness,superlativesPerWords,superlativesPerAdjectives,usedsources,internsources,externsources,usedimages
p13,0.0253628191309211,0.707959566630036,0.074495662709019,0.882573745745533,0.000219946367964599,0.0120618312532836,0.780179549960088,0.850990841460061,0.512114782178724,0.0314549855016642,0.114362244452212,0.0234443279471341,1,0.281857858905747,0.55840171166192,0.0263007434966472,0.536462541319923,0.649887263130947,0.131390918088255,7.55844858255824e-05,0.739304120255907,0.342448188545004
errorLevel,0.0583795970879282,0.0243839630010635,0.0378791135672894,-0.10877472894708,0.100116602169429,-0.0303954652391209,-0.0869234825703124,-0.106542825790989,0.118084357077934,0.00761130591495319,-0.0523548997552581,-0.015249763824027,0.0764634769653244,1,-0.160826914181178,-0.000417110625288556,-0.0770111311265958,-0.0534034949167978,0.0531723028246187,0.0689499533765006,0.0482894080309564,0.150736258997753
p14,0.411567764341706,0.731800989205471,0.59436243542687,0.125222231587546,0.158381975843307,0.669189107432173,0.220991314965424,0.13320665365118,0.0958471165741079,0.914815179171485,0.461563775922561,0.830293703194019,0.281857858905747,1,0.0229053619451846,0.995322938376554,0.278415425326226,0.452627540614259,0.454589407143249,0.331975349992082,0.497118162423744,0.0331254532425138
sentiment,0.0197723113282682,-0.0515741520856575,0.0705373719008082,-0.0271142501986286,-0.0328046671597437,-0.125682602140174,0.15026290041924,0.257797112614356,0.126498563301301,-0.41071273335262,-0.0362729796415949,-0.00199839525921203,0.0416240635824512,-0.160826914181178,1,0.0158561664183087,0.099104860568166,0.121556420827268,0.0308304574189771,-0.0499312685363647,0.0362419325439228,0.0485024742221411
p15,0.781091280224072,0.468280398234223,0.320937448027735,0.703114217398529,0.644695096105635,0.0761760589479373,0.0336875661005703,0.000228307847483246,0.0742736932124178,1.5353345692508e-09,0.61010057988968,0.977594788691876,0.55840171166192,0.0229053619451846,1,0.823653404397536,0.162651571952004,0.0864082617672196,0.664739717662596,0.482587609827746,0.610406605565426,0.495219546166718
informativeness,0.18859533127399,-0.11185741594652,-0.0168722785170241,0.04535599706186,0.0672230622585563,-0.250589121201815,-0.152049651214337,-0.0395012715613897,-0.0611954690013719,-0.112480560574256,-0.145950492149236,0.0316010832942685,0.157108732799787,-0.000417110625288556,0.0158561664183087,1,0.0176314385583964,-0.0321852774305903,0.0470373087739249,0.091148104510771,0.0407255432773204,0.0434062513634905
p16,0.00748483467633344,0.1148092868876,0.812554920582149,0.523643949455735,0.344256160551653,0.000345009154857259,0.0316073523119193,0.578656911543123,0.389338751235879,0.112788957356719,0.0391915939244989,0.656886029921553,0.0263007434966472,0.995322938376554,0.823653404397536,1,0.804287184758382,0.65095723189203,0.50835283395283,0.199273955293636,0.566933358662184,0.541664988200787
superlativesPerWords,0.0521305161036699,-0.0848386926366078,0.0587955702447317,-0.0148581596208226,-0.0518839354965849,-0.125218080153715,0.0514696134467673,0.153825799871564,-0.0514202741656738,-0.0538949706224524,-0.100996149374582,-0.0843767738464437,-0.0439657352814537,-0.0770111311265958,0.099104860568166,0.0176314385583964,1,0.943823754206366,0.0256971838028667,0.0149338658151703,0.0396048900327672,0.0235175506211525
p17,0.463488618649159,0.232308017132782,0.408237737413205,0.834588323979819,0.465608983571022,0.0772765633359796,0.469183783338564,0.0296488593179119,0.469610487605749,0.448472751573057,0.154739154526691,0.234869691658989,0.536462541319923,0.278415425326226,0.162651571952004,0.804287184758382,1,3.63624027694026e-97,0.717953808297001,0.833757687930616,0.577660301752546,0.740984844365038
superlativesPerAdjectives,0.0571524365510253,-0.0774141001479929,0.019558971563994,-0.0304702238083059,-0.0276116720860378,-0.121169870049973,0.0232937296697891,0.156602520930764,0.0129347506704031,-0.0799464391735599,-0.111359858630715,-0.0811805776874514,-0.0322909356126819,-0.0534034949167978,0.121556420827268,-0.0321852774305903,0.943823754206366,1,0.0411039837683777,0.0254063609510559,0.054737269585893,0.0956445082126503
p18,0.421484402172841,0.275900657739049,0.783394486879813,0.668423600856742,0.697931352956104,0.0874207498760031,0.743363341525534,0.0267948368054082,0.855750656037056,0.26044970028563,0.116442640598785,0.253139168929287,0.649887263130947,0.452627540614259,0.0864082617672196,0.65095723189203,3.63624027694026e-97,1,0.563332432461878,0.721012641591908,0.441402430722518,0.177906184303821
usedsources,0.491811644859498,-0.0482600837783831,-0.0047941790236037,-0.0245201705508037,0.284929353984095,-0.0982330554585149,-0.0151778586515876,-0.0699854103319035,0.0611883914629186,0.0455741103554182,-0.323509956348453,-0.0390732126092661,-0.107041139353974,0.0531723028246187,0.0308304574189771,0.0470373087739249,0.0256971838028667,0.0411039837683777,1,0.385449862154678,0.836760944366526,0.037782086273315
p19,1.40874122080058e-13,0.497379769509156,0.946282897935001,0.730360630939428,4.32599074166444e-05,0.16639924829488,0.831081895412611,0.324748142707145,0.389393697771882,0.521647129228476,2.97244927230278e-06,0.582782487015086,0.131390918088255,0.454589407143249,0.664739717662596,0.50835283395283,0.717953808297001,0.563332432461878,1,1.73816417240626e-08,1.09730405098282e-53,0.595307939530321
internsources,0.576502733141263,-0.0490351984385711,-0.0309509273327746,-0.092486033150889,0.451911835345665,0.0434602650116744,-0.152783332454226,-0.115603462133789,0.108650440521354,0.125757005642863,-0.465992560234684,-0.115657016334196,-0.276141321886403,0.0689499533765006,-0.0499312685363647,0.091148104510771,0.0149338658151703,0.0254063609510559,0.385449862154678,1,0.105833170587238,0.0949709279820147
p20,4.14942196415738e-19,0.490489352607767,0.663509532685374,0.192730058082801,1.85435867449041e-11,0.541161646233569,0.0307853914968095,0.103079891122504,0.125656898640185,0.0760009732899691,3.55960292006217e-12,0.102919335430139,7.55844858255824e-05,0.331975349992082,0.482587609827746,0.199273955293636,0.833757687930616,0.721012641591908,1.73816417240626e-08,1,0.135825656995509,0.180994659798661
externsources,0.346270758752077,-0.0261770915589154,0.0441612708299786,-0.00691667636276294,0.176239384386822,-0.0842640267525587,-0.0022061846946359,-0.0503776021852068,-0.0463071500484423,0.015033869264687,-0.260239489612761,-0.00202552329128593,-0.023675849146439,0.0482894080309564,0.0362419325439228,0.0407255432773204,0.0396048900327672,0.054737269585893,0.836760944366526,0.105833170587238,1,0.0397855319752744
p21,5.09853569300754e-07,0.712916024260324,0.534650225908538,0.922563900853124,0.0125478745928582,0.23549795841496,0.975265842181659,0.478677506431739,0.514964778162037,0.832660748683516,0.000197961662726558,0.977290720977946,0.739304120255907,0.497118162423744,0.610406605565426,0.566933358662184,0.577660301752546,0.441402430722518,1.09730405098282e-53,0.135825656995509,1,0.575924794760433
usedimages,0.13525661685559,0.0620009849989956,-0.0265763488554993,0.00154601324802346,0.182709334244333,0.0263020249089688,0.0505768569263358,-0.0462833837287418,0.0848872778772847,-0.11884263975815,-0.105431040231822,-0.027870342886826,-0.0674748053027172,0.150736258997753,0.0485024742221411,0.0434062513634905,0.0235175506211525,0.0956445082126503,0.037782086273315,0.0949709279820147,0.0397855319752744,1
p22,0.0561831492214134,0.383115744306162,0.708734299449991,0.982665807688865,0.00961045204832846,0.711606574660914,0.476937497249795,0.515180736369222,0.232039724975847,0.0937187503577209,0.137327146774433,0.69524164195102,0.342448188545004,0.0331254532425138,0.495219546166718,0.541664988200787,0.740984844365038,0.177906184303821,0.595307939530321,0.180994659798661,0.575924794760433,1
