Row,words,uppercases,questions,exclamations,authors,citations,firstperson,secondperson,thirdperson,sentencelength,repetitiveness,authorHits,titleUppercase,errorLevel,sentiment,informativeness,superlativesPerWords,superlativesPerAdjectives,usedsources,internsources,externsources,usedimages
citations,-0.103821153669442,0.291647626908164,-0.176358296122651,-0.0112666439467916,0.00403543804757076,1,-0.000509909432891397,-0.0469595666890101,0.135010709766656,0.0255444995273131,-0.0370510113876386,-0.153696406649595,0.0729793655345907,-0.034770183727165,0.296877568725573,0.290710500815172,-0.0962586099479633,-0.118141716524627,-0.0767526317192936,-0.0288210236209365,0.155762691625425,-0.0282877895601196
p6,0.303978230206718,0.00323899189858302,0.0792258922138137,0.911415359594579,0.968214960024605,1,0.995982679657705,0.642685163444077,0.180481571705783,0.800828836870883,0.714381799274654,0.126828816887973,0.47055191788955,0.731271806103289,0.00270528948020159,0.00334403334282444,0.340742798443199,0.241731930902862,0.447854239901337,0.775915478864015,0.121741465271906,0.779955268354948
firstperson,0.224913573051369,-0.109810395075904,0.01833832743161,-0.0154080193227851,0.375215204127632,-0.000509909432891397,1,0.113032956440262,0.12188392643378,-0.0119760693178813,0.0987103205352363,0.124883936964752,0.0907512709323735,-0.214643975903906,-0.136562507206292,-0.0808608961867042,0.0545588481837073,0.09539969875238,-0.0848733540799748,0.180779699242511,-0.0111722136727405,0.207878836075898
p7,0.0244637967322254,0.27677572851806,0.856294653749335,0.879067020389316,0.000119815525568339,0.995982679657705,1,0.262836797957062,0.227037564839453,0.905862259612626,0.328528721891542,0.215719252885383,0.36920805607127,0.0319915927335902,0.175477369810507,0.42385360649859,0.589796537350666,0.345088642326696,0.401144371405,0.0718717540978882,0.912154849542131,0.0379511054689127
secondperson,0.0385946124326057,-0.0507054649090717,-0.0665535366228938,-0.0370435419573439,0.21514608120369,-0.0469595666890101,0.113032956440262,1,0.135698791891239,-0.0836562887162598,0.0766278473669924,0.0860014138066448,0.0666193679550229,-0.0969044962076052,-0.034428748056302,0.0319539557334167,0.177719864789246,0.0446303668657281,0.0496557358114994,0.260242753861988,-0.0370211039498064,0.130186528255325
p8,0.703028199085227,0.616369586758184,0.510603724187225,0.714436892946168,0.0315826779507302,0.642685163444077,0.262836797957062,1,0.178249931859584,0.407955373777016,0.448594934315709,0.394891907355818,0.510184693636076,0.337497639998042,0.733811512997485,0.752304041775239,0.0768996436963629,0.659276463262491,0.623697195887492,0.00892459119415623,0.714602401959587,0.196703837548481
thirdperson,-0.0894337241874112,0.0849556868622402,-0.473406146833587,0.0311110753618874,0.173056125592769,0.135010709766656,0.12188392643378,0.135698791891239,1,0.0440749569137362,0.157224637644178,0.0203669997537622,0.0346719110980691,-0.177250032710722,-0.0604204821337151,-0.0424633711473054,0.0904742814066342,0.0253060368660999,-0.0829435275933742,0.243853707601292,0.391550595725291,0.0679067712637791
p9,0.37622776640893,0.400686057603712,6.54885455798953e-07,0.758635043489422,0.0851020289612517,0.180481571705783,0.227037564839453,0.178249931859584,1,0.663257630328205,0.118237991546472,0.84059676109562,0.732002493374849,0.0776960802496258,0.550404283222722,0.674862219787576,0.370677121549539,0.802650152841906,0.411975466034513,0.0144889310483977,5.61699260081197e-05,0.502025831567575
sentencelength,-0.0138476157713847,0.0236653247737574,0.0570846265729025,-0.0240036890905265,0.0377160207420125,0.0255444995273131,-0.0119760693178813,-0.0836562887162598,0.0440749569137362,1,0.0948421847793248,0.0174593078479315,0.0428778107515376,0.00225489529281324,-0.0305229888410259,-0.0277631429717422,-0.100321023842877,-0.0124197283832301,-0.0657184353945353,-0.0127777567827432,0.198717383405092,-0.131961517887443
p10,0.89123495929979,0.815209618696248,0.572665910342491,0.812615535633962,0.709482670081499,0.800828836870883,0.905862259612626,0.407955373777016,0.663257630328205,1,0.347928043309691,0.863114317709013,0.671870537858354,0.98223618365512,0.763061733806114,0.783935717583112,0.320658545353839,0.902391757234472,0.515934658090078,0.899592432073847,0.0474788353077078,0.190617059545853
repetitiveness,0.179447014084368,-0.0332014400323689,-0.328845589915581,-0.0328376236927106,0.0195982710273394,-0.0370510113876386,0.0987103205352363,0.0766278473669924,0.157224637644178,0.0948421847793248,1,0.129746478156609,0.0889693848489207,0.137321623599185,-0.0153598169843714,-0.0102981533033278,-0.167562805465884,-0.301633231109647,-0.0661403498717363,0.0133902990910345,0.408020638609744,0.191606759559502
p11,0.07402801562177,0.742964146826298,0.000836193613902752,0.74568425701296,0.846538200923743,0.714381799274654,0.328528721891542,0.448594934315709,0.118237991546472,0.347928043309691,1,0.198234296265805,0.378720903751245,0.173066842394627,0.87944249380613,0.919003150016458,0.0956407198596974,0.00229012718156073,0.513237785759809,0.894806002411855,2.51094256307252e-05,0.0561702956598251
authorHits,-0.0273281515306903,-0.142117277276758,0.0705854085538547,-0.0536199903323683,-0.0889099430910056,-0.153696406649595,0.124883936964752,0.0860014138066448,0.0203669997537622,0.0174593078479315,0.129746478156609,1,-0.117428269786621,-0.0358090086562793,-0.0866044933814679,-0.0653100565374406,0.0959175681317805,0.18348767761415,0.0738051752576422,0.111063465014182,-0.014863285866848,0.10457563111265
p12,0.787240191723388,0.158399358837451,0.485270454358491,0.596222907701812,0.379040780581613,0.126828816887973,0.215719252885383,0.394891907355818,0.84059676109562,0.863114317709013,0.198234296265805,1,0.244606530927881,0.723562613417522,0.391573173977099,0.518551886910845,0.342464223320976,0.0676463563890457,0.465531556509733,0.271297857748284,0.883311775335753,0.30045840561874
titleUppercase,0.0802767227029964,0.0388389202128164,-0.0437949453061656,0.0176129215125331,0.100319586605329,0.0729793655345907,0.0907512709323735,0.0666193679550229,0.0346719110980691,0.0428778107515376,0.0889693848489207,-0.117428269786621,1,-0.165408894728334,0.12797509138469,0.122439875607862,-0.00299149499270322,-0.133044474390693,0.0958888432367984,0.0326915486553905,-0.0338956188983874,0.002217984673916
p13,0.427220477810587,0.701237135999745,0.6652683123061,0.861921803554239,0.320665513415757,0.47055191788955,0.36920805607127,0.510184693636076,0.732002493374849,0.671870537858354,0.378720903751245,0.244606530927881,1,0.10004347507456,0.204481756737168,0.224909239947349,0.976434789485393,0.186971114488949,0.342609463158309,0.746777282963221,0.737782828864382,0.982526915285672
errorLevel,-0.0812064499249401,0.0664541194639447,0.0571148549343395,-0.157872157416591,-0.158929427137484,-0.034770183727165,-0.214643975903906,-0.0969044962076052,-0.177250032710722,0.00225489529281324,0.137321623599185,-0.0358090086562793,-0.165408894728334,1,0.0363169115128396,-0.0307710027357751,-0.0852018806121767,-0.0382408724443807,-0.0306523883539868,-0.0238461700070506,-0.0122738836875878,0.0905054607629222
p14,0.421869229859309,0.511236871315021,0.572462308145488,0.116711350265901,0.114251471458939,0.731271806103289,0.0319915927335902,0.337497639998042,0.0776960802496258,0.98223618365512,0.173066842394627,0.723562613417522,0.10004347507456,1,0.719803402707534,0.76119392486866,0.399317444161432,0.705624405255084,0.76208704736095,0.813822911717321,0.903532421205076,0.37051157778797
sentiment,-0.00268930920630836,0.00736357817578458,-0.0391126330566812,-0.0723739110191861,0.00713253887374567,0.296877568725573,-0.136562507206292,-0.034428748056302,-0.0604204821337151,-0.0305229888410259,-0.0153598169843714,-0.0866044933814679,0.12797509138469,0.0363169115128396,1,0.954401633034388,-0.048150536100339,-0.13866841361651,0.0938420266768656,-0.0389983563747845,-0.0031174836545082,-0.142605717706578
p15,0.978814646770337,0.942036116360946,0.699232439576813,0.474251285931428,0.943851781809244,0.00270528948020159,0.175477369810507,0.733811512997485,0.550404283222722,0.763061733806114,0.87944249380613,0.391573173977099,0.204481756737168,0.719803402707534,1,2.97342022500442e-53,0.634268357338001,0.16885032091346,0.353058350351248,0.700069161756647,0.975442628451493,0.156959125295232
informativeness,-0.0134885878366181,-0.0205337898812726,-0.0124102015228875,-0.0687786531500593,0.00950975261283403,0.290710500815172,-0.0808608961867042,0.0319539557334167,-0.0424633711473054,-0.0277631429717422,-0.0102981533033278,-0.0653100565374406,0.122439875607862,-0.0307710027357751,0.954401633034388,1,-0.0481534748444647,-0.151586112074029,0.100123770865594,0.0532446637157268,0.00639538816620787,-0.107047952340882
p16,0.894038316696344,0.839308821625711,0.902466261601994,0.496539179136818,0.925185396106754,0.00334403334282444,0.42385360649859,0.752304041775239,0.674862219787576,0.783935717583112,0.919003150016458,0.518551886910845,0.224909239947349,0.76119392486866,2.97342022500442e-53,1,0.634247645592421,0.132191090182036,0.321615784554655,0.598800731856298,0.949646693387609,0.289112523628972
superlativesPerWords,-0.109494447643406,-0.0736824175878821,0.0456420114444752,0.085763535629785,-0.0968511956992359,-0.0962586099479633,0.0545588481837073,0.177719864789246,0.0904742814066342,-0.100321023842877,-0.167562805465884,0.0959175681317805,-0.00299149499270322,-0.0852018806121767,-0.048150536100339,-0.0481534748444647,1,0.552328110594944,0.741210841779676,-0.117447115873829,-0.43874767765312,-0.00647212877050457
p17,0.278168546423723,0.466275980090309,0.652049445837934,0.396205537300454,0.337764697692546,0.340742798443199,0.589796537350666,0.0768996436963629,0.370677121549539,0.320658545353839,0.0956407198596974,0.342464223320976,0.976434789485393,0.399317444161432,0.634268357338001,0.634247645592421,1,2.56360700424999e-09,1.16911878475035e-18,0.244530294305959,4.97000352036456e-06,0.949043290308634
superlativesPerAdjectives,-0.0952744195985508,-0.0993353791081234,0.242936584864322,0.0555523331030612,-0.175869825772531,-0.118141716524627,0.09539969875238,0.0446303668657281,0.0253060368660999,-0.0124197283832301,-0.301633231109647,0.18348767761415,-0.133044474390693,-0.0382408724443807,-0.13866841361651,-0.151586112074029,0.552328110594944,1,0.192187130319571,-0.110862067842784,-0.477702112703957,-0.201491091061362
p18,0.34572541431456,0.325460054359718,0.0148742658921625,0.583030689599526,0.0800740524015706,0.241731930902862,0.345088642326696,0.659276463262491,0.802650152841906,0.902391757234472,0.00229012718156073,0.0676463563890457,0.186971114488949,0.705624405255084,0.16885032091346,0.132191090182036,2.56360700424999e-09,1,0.0554151787858421,0.272173309850093,5.01395084970006e-07,0.0444051449801157
usedsources,-0.0601410051442561,-0.0713169223143809,0.142942606779599,0.0236526543077216,-0.120922556581598,-0.0767526317192936,-0.0848733540799748,0.0496557358114994,-0.0829435275933742,-0.0657184353945353,-0.0661403498717363,0.0738051752576422,0.0958888432367984,-0.0306523883539868,0.0938420266768656,0.100123770865594,0.741210841779676,0.192187130319571,1,-0.0993115244425109,-0.327566546562369,0.0542697356485896
p19,0.552253139738344,0.48074709235256,0.155971472552506,0.815306796251338,0.23075123874503,0.447854239901337,0.401144371405,0.623697195887492,0.411975466034513,0.515934658090078,0.513237785759809,0.465531556509733,0.342609463158309,0.76208704736095,0.353058350351248,0.321615784554655,1.16911878475035e-18,0.0554151787858421,1,0.325576828651411,0.000878600580492192,0.591772127462268
internsources,-0.0232384325957148,0.0801570702023753,0.0332066045808533,-0.0562782337785425,0.192014941830887,-0.0288210236209365,0.180779699242511,0.260242753861988,0.243853707601292,-0.0127777567827432,0.0133902990910345,0.111063465014182,0.0326915486553905,-0.0238461700070506,-0.0389983563747845,0.0532446637157268,-0.117447115873829,-0.110862067842784,-0.0993115244425109,1,0.0188378520006888,0.162147020179211
p20,0.818485248309606,0.427911980507179,0.742925556194167,0.578109797504992,0.0556383381292877,0.775915478864015,0.0718717540978882,0.00892459119415623,0.0144889310483977,0.899592432073847,0.894806002411855,0.271297857748284,0.746777282963221,0.813822911717321,0.700069161756647,0.598800731856298,0.244530294305959,0.272173309850093,0.325576828651411,1,0.852423880612104,0.107012084672444
externsources,0.0851188925926268,0.135963348650996,-0.544063131610139,-0.111118616456299,0.254959264292993,0.155762691625425,-0.0111722136727405,-0.0370211039498064,0.391550595725291,0.198717383405092,0.408020638609744,-0.014863285866848,-0.0338956188983874,-0.0122738836875878,-0.0031174836545082,0.00639538816620787,-0.43874767765312,-0.477702112703957,-0.327566546562369,0.0188378520006888,1,0.255125898445107
p21,0.399778472370912,0.177397305008548,4.90569713526307e-09,0.271058451932228,0.010467403404419,0.121741465271906,0.912154849542131,0.714602401959587,5.61699260081197e-05,0.0474788353077078,2.51094256307252e-05,0.883311775335753,0.737782828864382,0.903532421205076,0.975442628451493,0.949646693387609,4.97000352036456e-06,5.01395084970006e-07,0.000878600580492192,0.852423880612104,1,0.010415388809348
usedimages,0.13493424379559,0.148666070719459,-0.164178729197069,0.0908696160654145,0.257511919518867,-0.0282877895601196,0.207878836075898,0.130186528255325,0.0679067712637791,-0.131961517887443,0.191606759559502,0.10457563111265,0.002217984673916,0.0905054607629222,-0.142605717706578,-0.107047952340882,-0.00647212877050457,-0.201491091061362,0.0542697356485896,0.162147020179211,0.255125898445107,1
p22,0.180730827764894,0.139893907998593,0.102628504889985,0.368581479057899,0.00969504904579939,0.779955268354948,0.0379511054689127,0.196703837548481,0.502025831567575,0.190617059545853,0.0561702956598251,0.30045840561874,0.982526915285672,0.37051157778797,0.156959125295232,0.289112523628972,0.949043290308634,0.0444051449801157,0.591772127462268,0.107012084672444,0.010415388809348,1
